"bucket","code","brand","parent_code","name"
"source_category_other","ЦБ15789","ПЕНОПЛЭКС","ЦВ000230155","ПЛАСТФОЙЛ -Plastfoil Eco (1,2 х 2100 х 25000-рулон 52,5м2)"
"source_category_other","ЦВ000010567","ПЕНОПЛЭКС","ЦВ000230155","ПЛАСТФОЙЛ -Plastfoil Fl  (1,2 х 2100 х 25000-рулон 52,5м2)"
"source_category_other","ЦБ16716","ПЕНОПЛЭКС","ЦВ000230155","ПЛАСТФОЙЛ -Plastfoil Geo (2,0 х 2000 х 20000-рулон 40 м2)"
"source_category_other","ЦВ000207486","ПЕНОПЛЭКС","ЦВ000230155","ПЛАСТФОЙЛ -Plastfoil Geo (2,0 х 2200 х 20000-рулон 44 м2)"
"source_category_other","ЦВ000225851","ТЕХНОНИКОЛЬ","ЦВ000230155","PLANTER base 35мм (100 шт/уп)"
"source_category_other","ЦБ21133","ТЕХНОНИКОЛЬ","ЦВ000230155","PLANTER Fixing ( 300шт/упак)"
"source_category_other","ЦБ20851","ТЕХНОНИКОЛЬ","ЦВ000230155","PLANTER Krep (150 шт/уп)"
"source_category_other","ЦВ000225849","ТЕХНОНИКОЛЬ","ЦВ000230155","PLANTER Krep (150 шт/уп)"
"source_category_other","ЦВ000226682","ТЕХНОНИКОЛЬ","ЦВ000230155","PLANTER profile (50 шт/упак)"
"source_category_other","ЦВ000244348","ТЕХНОНИКОЛЬ","ЦВ000230155","PLANTER profile (50 шт/упак)"
"source_category_other","ЦБ27611","ТЕХНОНИКОЛЬ","ЦВ000230155","PLANTERBAND DUO двухсторонний 10мх5см (6шт./упак)"
"source_category_other","ЦВ000218718","ПЕНОПЛЭКС","ЦВ000230155","Угол внутренний Plastfoil"
"source_category_other","ЦВ000218719","ПЕНОПЛЭКС","ЦВ000230155","Угол наружный Plastfoil"
"source_category_other","ЦВ000231104","ЗИКА","ЦВ000230155","Зубр Набор Пилки ""МАСТЕР"" для эл/лобзика, по дереву и металлу, EU-хвост., 5шт 15591-H5"
"source_category_other","ЦВ000243010","КНАУФ","ЦВ000230155","Уголок UA 50 А фиксирующий КНАУФ"
"source_category_other","ЦВ000222863","КНАУФ","ЦВ000230155","Удлинитель ПП Кнауф (100 шт/уп)"
"source_category_other","ЦВ000246274","КНАУФ","ЦВ000230155","Уголок защитный оцинкованный 31/31 L=3,00 КНАУФ"
"source_category_other","ЦВ000223406","ЗИКА","ЦВ000230155","Клей-ремсостав эпоксидный двухкомп. Sikadur-31+ RU (AB) 6кг"
"source_category_other","ЦВ000224791","ЗИКА","ЦВ000230155","Профиль набухающий Sikaswell-P 2004 (5x10м)"
"source_category_other","ЦВ000225558","ЗИКА","ЦВ000230155","Профиль набухающий для гидроизоляции SikaSwell-2004 P RU (1x10м)"
"source_category_other","ЦВ000232271","КНАУФ","ЦВ000230155","Подвес прямой д/ПП-профиля (100шт./уп) КНАУФ"
"source_category_other","ЦВ000243133","КНАУФ","ЦВ000230155","Профиль угловой ПУ 31/31/0,6 3000 (10/1960) DIY КНАУФ"
"source_category_other","ЦВ000243138","КНАУФ","ЦВ000230155","ГСП DR (Сайлентборд) ПЛУК 2400х600х12.5(69,12кв.м/48л/уп.) КНАУФ"
"source_category_other","ЦВ000206788","КНАУФ","ЦВ000230155","КНАУФ Аквапанель Indoor 1200х900х12,5мм"
"source_category_other","ЦВ000017292","КНАУФ","ЦВ000230155","КНАУФ Аквапанель Indoor 2400х1200х12,5мм"
"source_category_other","ЦБ02402","КНАУФ","ЦВ000230155","КНАУФ Аквапанель Outdoor 1200*900*12,5мм"
"source_category_other","ЦБ48262","КНАУФ","ЦВ000230155","КНАУФ Аквапанель Outdoor 2400*1200*12,5мм (86,4 м2/30л/упак)"
"source_category_other","ЦВ000230166","КНАУФ","ЦВ000230155","КНАУФ Аквапанель Outdoor Наружная 2400х1200х12,5мм"
"source_category_other","ЦВ000229472","КНАУФ","ЦВ000230155","Кнауф Аквапанель Внутренняя 1200х900х12.5 мм"
"source_category_other","ЦВ000225710","КНАУФ","ЦВ000230155","Кнауф Аквапанель Внутренняя 2400х1200х12,5 мм"
"source_category_other","ЦБ52666","КНАУФ","ЦВ000230155","КНАУФ Аквапанель Наружная 1200х900х12,5; 50 листов"
"source_category_other","ЦВ000219144","КНАУФ","ЦВ000230155","Кнауф Аквапанель Наружная 2400х1200х12,5 мм"
"source_category_other","ЦВ000225876","КНАУФ","ЦВ000230155","Кнауф Аквапанель Наружная 2400х1200х12,5 мм"
"source_category_other","ЦВ000243264","КНАУФ","ЦВ000230155","Верхняя часть подвеса НОНИУС 1000мм А (50шт/упак), КНАУФ"
"source_category_other","ЦВ000240776","КНАУФ","ЦВ000230155","Верхняя часть подвеса НОНИУС 700мм А (50шт/упак) КНАУФ"
"source_category_other","ЦВ000227651","КНАУФ","ЦВ000230155","КНАУФ Подвес Нониус верхняя часть 1000мм (1шт)"
"source_category_other","ЦВ000225645","КНАУФ","ЦВ000230155","КНАУФ Подвес Нониус верхняя часть 500мм (1шт)"
"source_category_other","ЦВ000225644","КНАУФ","ЦВ000230155","КНАУФ Подвес Нониус нижняя часть (1шт)"
"source_category_other","ЦВ000225643","КНАУФ","ЦВ000230155","КНАУФ Подвес Нониус шплинт (1шт)"
"source_category_other","ЦБ00787","КНАУФ","ЦВ000230155","КНАУФ Подвес прямой 60x27мм"
"source_category_other","ЦВ000221564","КНАУФ","ЦВ000230155","КНАУФ Подвес прямой 60х27мм антивибрационный (1шт)"
"source_category_other","ЦВ000232038","КНАУФ","ЦВ000230155","КНАУФ Подвес прямой удлиненный 60х27мм (1шт)"
"source_category_other","ЦБ00788","КНАУФ","ЦВ000230155","КНАУФ Подвес с зажимом 60x27 100x58x42мм"
"source_category_other","ЦВ000009380","КНАУФ","ЦВ000230155","КНАУФ Соединитель Нониус"
"source_category_other","ЦБ16384","КНАУФ","ЦВ000230155","КНАУФ Тяга подвеса 1000мм"
"source_category_other","ЦВ000240777","КНАУФ","ЦВ000230155","Нижняя часть подвеса НОНИУС А (50шт/упак) КНАУФ"
"source_category_other","ЦВ000240778","КНАУФ","ЦВ000230155","Шплинт НОНИУС А (100шт/упак) КНАУФ"
"source_category_other","ЦБ54081","КНАУФ","ЦВ000230155","Подвес прямой ""Кнауф"" (100)"
"source_category_other","ЦБ13810","КНАУФ","ЦВ000230155","КНАУФ Гипсоволокнистый лист 1200*1200*10 мм малоформатный"
"source_category_other","ЦВ000226517","КНАУФ","ЦВ000230155","Рентгенозащитная гипсовая плита КНАУФ-Сейфборд 2400х600х12,5 мм"
"source_category_other","ЦВ000243110","КНАУФ","ЦВ000230155","КНАУФ Профиль UA 100х40 (4м)"
"source_category_other","ЦВ000245752","КНАУФ","ЦВ000230155","КНАУФ Профиль UA 50х40 (3м)"
"source_category_other","ЦВ000222207","КНАУФ","ЦВ000230155","КНАУФ Профиль UA 75х40мм (3м)"
"source_category_other","ЦВ000226113","КНАУФ","ЦВ000230155","КНАУФ Профиль UA 75х40мм (4м)"
"source_category_other","ЦВ000245979","КНАУФ","ЦВ000230155","КНАУФ Профиль маячковый 10мм 3м (0,6мм)"
"source_category_other","ЦВ000224615","КНАУФ","ЦВ000230155","КНАУФ Профиль маячковый 6мм 3м (0,6мм)"
"source_category_other","ЦБ10831","КНАУФ","ЦВ000230155","КНАУФ Профиль направляющий ПН-2 50*40 (3м)"
"source_category_other","ЦБ14012","КНАУФ","ЦВ000230155","КНАУФ Профиль направляющий ПН-2 50*40 (3м)"
"source_category_other","ЦБ10833","КНАУФ","ЦВ000230155","КНАУФ Профиль направляющий ПН-4 75*40 (3м)"
"source_category_other","ЦБ10835","КНАУФ","ЦВ000230155","КНАУФ Профиль направляющий ПН-6 100*40 (3м)"
"source_category_other","ЦВ000010668","КНАУФ","ЦВ000230155","КНАУФ Профиль направляющий ПС-2 50*50 (3м)"
"source_category_other","ЦВ000010667","КНАУФ","ЦВ000230155","КНАУФ Профиль направляющий ПС-6 100*50 (3м)"
"source_category_other","ЦБ14212","КНАУФ","ЦВ000230155","КНАУФ Профиль потолочный направляющий ППН 28х27 (3м)"
"source_category_other","ЦБ19788","КНАУФ","ЦВ000230155","КНАУФ Профиль потолочный направляющий ППН 28х27 (3м)"
"source_category_other","ЦБ00773","КНАУФ","ЦВ000230155","КНАУФ Профиль потолочный П28x27-3000 (16/уп)"
"source_category_other","ЦБ09594","КНАУФ","ЦВ000230155","КНАУФ Профиль потолочный П60x27-3000 (3м)"
"source_category_other","ЦВ000017074","КНАУФ","ЦВ000230155","КНАУФ Профиль потолочный ПП 60х27 (3м)"
"source_category_other","ЦБ16965","КНАУФ","ЦВ000230155","КНАУФ Профиль потолочный ПП 60х27 (3м)"
"source_category_other","ЦВ000246722","КНАУФ","ЦВ000230155","КНАУФ Профиль потолочный ПП 60х27 (4м)"
"source_category_other","ЦБ00777","КНАУФ","ЦВ000230155","КНАУФ Профиль С-2 50x50мм (3м)"
"source_category_other","ЦБ00781","КНАУФ","ЦВ000230155","КНАУФ Профиль С-4 75x50мм (3м)"
"source_category_other","ЦБ00782","КНАУФ","ЦВ000230155","КНАУФ Профиль С-4 75x50мм (4м)"
"source_category_other","ЦБ00784","КНАУФ","ЦВ000230155","КНАУФ Профиль С-6 100x50мм (4м)"
"source_category_other","ЦБ14020","КНАУФ","ЦВ000230155","КНАУФ Профиль стоечный ПС-2 50*50 (3м)"
"source_category_other","ЦБ10832","КНАУФ","ЦВ000230155","КНАУФ Профиль стоечный ПС-2 50*50 (4м)"
"source_category_other","ЦБ00778","КНАУФ","ЦВ000230155","КНАУФ Профиль стоечный ПС-2 50x50мм (4м)"
"source_category_other","ЦБ14214","КНАУФ","ЦВ000230155","КНАУФ Профиль стоечный ПС-4 75*50 (3м)"
"source_category_other","ЦБ10834","КНАУФ","ЦВ000230155","КНАУФ Профиль стоечный ПС-4 75*50 (4м)"
"source_category_other","ЦБ14215","КНАУФ","ЦВ000230155","КНАУФ Профиль стоечный ПС-6  100*50 (3м)"
"source_category_other","ЦБ10836","КНАУФ","ЦВ000230155","КНАУФ Профиль стоечный ПС-6 100*50 (4м)"
"source_category_other","ЦБ09600","КНАУФ","ЦВ000230155","КНАУФ Соединитель профилей 1-уровневый П60*27мм краб (толщина 0,9мм)"
"source_category_other","ЦБ00786","КНАУФ","ЦВ000230155","КНАУФ Соединитель профилей двухуровневый"
"source_category_other","ЦБ00790","КНАУФ","ЦВ000230155","КНАУФ Тяга подвеса 500мм"
"source_category_other","ЦВ000229476","КНАУФ","ЦВ000230155","КНАУФ Уголок (6185) фиксирующий для UA-50 А"
"source_category_other","ЦБ00791","КНАУФ","ЦВ000230155","КНАУФ Удлинитель профилей П60x27"
"source_category_other","ВН01649","КНАУФ","ЦВ000230155","Профиль ПН 28/27, 3 м Тиги-Кнауф"
"source_category_other","ВН01650","КНАУФ","ЦВ000230155","Профиль ПП 60/27, 3 м Тиги-Кнауф"
"source_category_other","ЦВ000243009","КНАУФ","ЦВ000230155","Профиль стоечный усиленный 50х40х2мм, дл.3м UA (А) КНАУФ"
"source_category_other","ЦВ000247182","КНАУФ","ЦВ000230155","Профиль Knauf ПН 28/27"
"source_category_other","ЦБ06112","КНАУФ","ЦВ000230155","КНАУФ - Файерборд кромка ПК 2500*1200*12,5 мм 44 листа"
"source_category_other","ВН04161","КНАУФ","ЦВ000230155","КНАУФ Гипсоволокнистый лист 2500*1200*10 мм влагостойкий (прямая кромка) (50 листов/уп.)"
"source_category_other","ЦБ04485","КНАУФ","ЦВ000230155","КНАУФ Гипсоволокнистый лист 2500*1200*10 мм влагостойкий (фальцевая кромка)"
"source_category_other","ВН03547","КНАУФ","ЦВ000230155","КНАУФ Гипсоволокнистый лист 2500*1200*12,5 мм влагостойкий (прямая кромка)"
"source_category_other","ЦБ03896","КНАУФ","ЦВ000230155","КНАУФ Элемент пола 1200*600*20мм (цена за 1шт)"
"source_category_other","ЦВ000225716","КНАУФ","ЦВ000230155","Негорючие плиты КНАУФ-Файерборд 2500х1200х12,5 ПК"
"source_category_other","ЦВ000015009","КНАУФ","ЦВ000230155","КНАУФ Плита гипсовая пазогребневая 667*500*100 мм влагостойкая полнотелая"
"source_category_other","ЦВ000015010","КНАУФ","ЦВ000230155","КНАУФ Плита гипсовая пазогребневая 667*500*80 мм влагостойкая полнотелая"
"source_category_other","ЦВ000015008","КНАУФ","ЦВ000230155","КНАУФ Плита гипсовая пазогребневая 667*500*80 мм обычная полнотелая"
"source_category_other","ЦВ000245091","ЗИКА","ЦВ000230155","Смесь сухая упрочняющая Sikafloor Syn Top-450 Natural (Master Top 450 Natural)(мешок 30 кг)"
"source_category_other","ЦВ000245844","ЗИКА","ЦВ000230155","1400 W SikaEmaco® T 1400 FR W (MasterEmaco® T 1400 FR W)"
"source_category_other","ЦВ000244937","ЗИКА","ЦВ000230155","5000 AP SikaEmaco P 5000 AP (MasterEmaco P 5000 AP)"
"source_category_other","ЦВ000245845","ЗИКА","ЦВ000230155","Sika Monotop-312 N Конструкционная ремонтная смесь тиксотропного типа класса R3 (25 кг)"
"source_category_other","ЦВ000245016","ЗИКА","ЦВ000230155","SikaEmaco® N 900/ ЗикаЭмако N 900 Безусадочная быстротвердеющая сухая бетонная смесь тиксотропного типа (мешок 25 кг)"
"source_category_other","ЦВ000232663","ЗИКА","ЦВ000230155","SikaEmaco® S 488 / ЗикаЭмако S 488 Безусадочная быстротвердеющая сухая бетонная смесь тиксотропного типа (25 кг)"
"source_category_other","ЦВ000245676","ЗИКА","ЦВ000230155","SikaEmaco® S 488 / ЗикаЭмако S 488 Безусадочная быстротвердеющая сухая бетонная смесь тиксотропного типа (25 кг)"
"source_category_other","ЦВ000244412","ЗИКА","ЦВ000230155","SikaEmaco® S 535 FR / MasterEmaco® S 535 FR Безусадочная быстротвердеющая сухая смесь наливного типа, содержащая полимерную и стальную фибру (25 кг)"
"source_category_other","ЦВ000232318","ЗИКА","ЦВ000230155","SikaGrout®-928 Безусадочная быстротвердеющая мелкозернистая сухая бетонная смесь наливного типа (25 кг)"
"source_category_other","ЦВ000245936","ТЕХНОНИКОЛЬ","ЦВ000230155","Гидроизоляционный состав Litokol Aquamaster 20 кг"
"source_category_other","ЦВ000220565","ЗИКА","ЦВ000230155","Гидроизоляция SikaTop Seal-107 (B) серый RU Меш 20 кг"
"source_category_other","ЦВ000243663","ЗИКА","ЦВ000230155","Суперпластификатор для бетона SikaPlast-520 N Канистра 5 л"
"source_category_other","ЦВ000232285","ЗИКА","ЦВ000230155","Сухая смесь SikaGrout-316, Bg 25KG"
"source_category_other","ЦВ000230577","ЗИКА","ЦВ000230155","Сухая смесь SikaMonoTop-312 N, Bg 25KG"
"source_category_other","ЦВ000011480","КНАУФ","ЦВ000230155","Кнауф Гидроизоляция Флехендихт (5кг) гидроизоляция на латексной основе"
"source_category_other","ЦБ03891","КНАУФ","ЦВ000230155","КНАУФ Флэхендихт (5кг) гидроизоляция без битума"
"source_category_other","ЦВ000220916","КНАУФ","ЦВ000230155","Кнауф Миттельгрунд F (Мороз), 10 кг"
"source_category_other","ЦВ000229477","КНАУФ","ЦВ000230155","КНАУФ-Тифенгрунд, 5л ( арт 94186)"
"source_category_other","ВН00300","КНАУФ","ЦВ000230155","КНАУФ Смесь сухая штукатурная Ротбанд (30кг)"
"source_category_other","ВН02249","КНАУФ","ЦВ000230155","КНАУФ Штукатурно-клеевая смесь Севенер (25кг)"
"source_category_other","ЦВ000243001","КНАУФ","ЦВ000230155","КНАУФ Засыпка сухая керамзитовая для пола (40л)"
"source_category_other","ЦВ000247183","КНАУФ","ЦВ000230155","КНАУФ Саморез XTN 3.9 х 23 мм (1000)"
"source_category_other","ЦВ000248337","КНАУФ","ЦВ000230155","КНАУФ Саморез XTN 3.9 х 33 мм (1000)"
"source_category_other","ЦВ000224479","КНАУФ","ЦВ000230155","Саморез КНАУФ 3,5 / 25 TN по ГКЛ (1000шт)"
"source_category_other","ЦВ000224480","КНАУФ","ЦВ000230155","Саморез КНАУФ 3,5 / 35 TN по ГКЛ (1000 шт)"
"source_category_other","ЦВ000224481","КНАУФ","ЦВ000230155","Саморез КНАУФ 3,5 / 9.5 LN (клоп) без сверла (1000шт)"
"source_category_other","ЦВ000244849","КНАУФ","ЦВ000230155","Саморезы 3,5х25 мм (1000 шт) Кнауф"
"source_category_other","ЦВ000244850","КНАУФ","ЦВ000230155","Саморезы 3,5х35 мм (1000шт) Кнауф"
"source_category_other","ЦВ000244851","КНАУФ","ЦВ000230155","Саморезы мет.-мет. острые 3,5х11 мм (1000 шт) КНАУФ 3512/708514"
"source_category_other","ЦВ000223218","ISOVER","ЦВ000230155","ИЗОВЕР Каркас М40-АЛ-50 1200х14000х50 мм (16,8м2=0,84м3) (1шт)"
"source_category_other","ЦВ000224872","ISOVER","ЦВ000230155","ИЗОВЕР Каркас-М37-ТВИН-50/1220х6000/  1уп /0.732м3; 1 пал/18.3м3 /25 уп"
"source_category_other","ЦВ000228302","ISOVER","ЦВ000230155","Мин.вата плита ""Isover"" Звукозащита-100 1170х610х100мм (0,714м3, 7,14м2) 10 шт."
"source_category_other","ВН03628","ISOVER","ЦВ000230155","Мин.вата плита ""Isover"" Звукозащита-75 1170х610х75мм (0,8565м3, 11,42м2)"
"source_category_other","ЦВ000210192","ИЗОБОКС","ЦВ000230155","ISOBOX А 70 Ветро-влагозащитная пленка (1,6 X 43,75 м)"
"source_category_other","ЦВ000218330","ИЗОБОКС","ЦВ000230155","Ветро-влагозащитная пленка ISOBOX А 70 (КЛЕЕВАЯ ПОЛОСА)"
"source_category_other","ЦВ000227750","ИЗОБОКС","ЦВ000230155","Ветро-влагозащитная пленка ISOBOX А+"
"source_category_other","ЦВ000227707","ИЗОБОКС","ЦВ000230155","Мембрана диффузионная ISOBOX AM"
"source_category_other","ЦБ03880","ТЕХНОНИКОЛЬ","ЦВ000230155","ТЕХНОФАС (1200*600*100) 2,16 м2;   0,216 м3"
"source_category_other","ЦБ03143","ТЕХНОНИКОЛЬ","ЦВ000230155","ТЕХНОФАС (1200*600*150, 2плит/уп. 1,44м2/уп. 0,216м3/уп.)"
"source_category_other","ЦВ000016780","ТЕХНОНИКОЛЬ","ЦВ000230155","ТЕХНОФАС 1200*600*50 (6 шт; 4,32м2; 0,216м3)"
"source_category_other","ЦВ000219040","ТЕХНОНИКОЛЬ","ЦВ000230155","ТЕХНОФАС ОПТИМА 1200*600*150 (2плит/уп. 1,44м2/уп. 0,216м3/уп.)"
"source_category_other","ЦБ51409","ТЕХНОНИКОЛЬ","ЦВ000230155","ТЕХНОФАС ОПТИМА 1200х600х100мм (0,216м3)"
"source_category_other","ЦБ51410","ТЕХНОНИКОЛЬ","ЦВ000230155","ТЕХНОФАС ОПТИМА 1200х600х50мм (0,216м3)"
"source_category_other","ЦБ05707","ТЕХНОНИКОЛЬ","ЦВ000230155","ТЕХНОФАС ЭФФЕКТ (1200*600*100,  3 плит/уп. 2,16м2/уп. 0,216м3/уп.)"
"source_category_other","ЦВ000242870","КНАУФ","ЦВ000230155","KNAUF INSULATION TS 034 Aquastatik 70х610х1300мм (9,516м2/0,666м3/12шт/уп) (24уп/15,984м3/пал)"
"source_category_other","ЦВ000221524","КНАУФ","ЦВ000230155","KNAUF INSULATION TS 037 Aquastatik 100х610х1300мм (6,344м2/0,634м3/8шт/уп) (36уп/22,824м3/пал)"
"source_category_other","ЦВ000221523","КНАУФ","ЦВ000230155","KNAUF INSULATION TS 037 Aquastatik 50х610х1300мм (19,032м2/0,952м3/24шт/уп) (24уп/22,848м3/пал)"
"source_category_other","ЦВ000012101","КНАУФ","ЦВ000230155","АКУСТИКНАУФ Звукозоляция 1230*610*50мм (уп.16шт.)"
"source_category_other","ЦВ000221460","КНАУФ","ЦВ000230155","КНАУФ Акустическая перегородка AS 100х610х1300мм (6,344м2/0,634м3/8шт/уп) (36уп/22,824м3/пал)"
"source_category_other","ЦВ000221459","КНАУФ","ЦВ000230155","КНАУФ Акустическая перегородка AS 50х610х1300мм (19,032м2/0,952м3/24шт/уп) (24уп/22,848м3/пал)"
"source_category_other","ЦВ000225859","КНАУФ","ЦВ000230155","КНАУФ Инсулейшн Акустическая перегородка AS 100х610х1300мм (6,344м2/0,634м3/8шт/уп) (36уп/22,824м3/пал)"
"source_category_other","ЦВ000205885","ПЕНОПЛЭКС","ЦВ000230155","Утеплитель напыляемый однокомпонентный полиуретановый в аэрозольной упаковке «PENOPLEX FASTFIX» (12шт/уп)"
"source_category_other","ЦВ000246122","КРОЗ","ЦВ000230155","Огневент К (180)"
"source_category_other","ЦВ000013261","КРОЗ","ЦВ000230155","ОГНЕСПАС МВБОР 10Ф 10000*1200*10"
"source_category_other","ЦВ000012636","КРОЗ","ЦВ000230155","ОГНЕСПАС МВБОР 5Ф 20000*1200*5"
"source_category_other","ЦБ10531","ПЕНОПЛЭКС","ЦВ000230155","Аэратор PLASTFOIL AERO D=110 мм, длина 350-450 мм"
"source_category_other","ЦВ000218721","ПЕНОПЛЭКС","ЦВ000230155","Усиление аэратора кровельного D115/165мм H260мм из Plastfoil Art"
"source_category_other","ЦВ000218720","ПЕНОПЛЭКС","ЦВ000230155","Усиление фановой трубы D110мм H350мм из Plastfoil Art"
"source_category_other","ЦВ000225013","ПЕНОПЛЭКС","ЦВ000230155","PENOPLEX STRONG (1185х585х120) Т-15 (3 плиты/уп, 0,2496), м3"
"source_category_other","ЦВ000224607","ТЕХНОНИКОЛЬ","ЦВ000230155","PLANTER profile (50 шт/упак)"
"source_category_other","ЦВ000219006","ТЕХНОНИКОЛЬ","ЦВ000230155","PLANTER profile планка 7см х 2м"
"source_category_other","ЦВ000232012","ЗИКА","ЦВ000230155","SikaGrout®-928 Безусадочная быстротвердеющая мелкозернистая сухая бетонная смесь наливного типа (25 кг)"
"source_category_other","ЦБ50590","ISOVER","ЦВ000230155","ИЗОВЕР Рулон Теплый дом ТВИН 5490х1220х50мм (13,4м2=0,67м3) (2шт)"
"source_category_other","ЦВ000225790","ТЕХНОНИКОЛЬ","ЦВ000230155","ТЕХНОФАС ДЕКОР (1200*600*100,  3 плит/уп. 2,16м2/уп. 0,18м3/уп.)"